#separator:tab
#html:false
#columns:Front	Back
背が高い	せがたかいです, せがたかくない, せがたかくて, せがたかかった, せがたかくなかった, Tall; 兄は背が高いです。(My brother is tall.)
背が低い	せがひくいです, せがひくくない, せがひくくて, せがひくかった, せがひくくなかった, Short; 妹は背が低いです。(My sister is short.)
頭がいい	あたまがいいです, あたまがよくない, あたまがよくて, あたまがよかった, あたまがよくなかった, Smart; 彼女は頭がいいです。(She is smart.)
危ない	あぶないです, あぶなくない, あぶなくて, あぶなかった, あぶなくなかった, Dangerous; この道は危ないです。(This road is dangerous.)
痛い	いたいです, いたくない, いたくて, いたかった, いたくなかった, Painful; 頭が痛いです。(My head hurts.)
眠い	ねむいです, ねむくない, ねむくて, ねむかった, ねむくなかった, Sleepy; 今、眠いです。(I'm sleepy now.)
強い	つよいです, つよくない, つよくて, つよかった, つよくなかった, Strong; 彼は強いです。(He is strong.)
弱い	よわいです, よわくない, よわくて, よわかった, よわくなかった, Weak; 私は数学が弱いです。(I'm weak at math.)
調子がいい	ちょうしがいいです, ちょうしがよくない, ちょうしがよくて, ちょうしがよかった, ちょうしがよくなかった, Doing well; 今日は調子がいいです。(I'm feeling good today.)
調子が悪い	ちょうしがわるいです, ちょうしがわるくない, ちょうしがわるくて, ちょうしがわるかった, ちょうしがわるくなかった, Not doing well; 今日は調子が悪いです。(I'm not feeling well today.)
体にいい	からだにいいです, からだによくない, からだによくて, からだによかった, からだによくなかった, Healthy; 野菜は体にいいです。(Vegetables are good for your health.)
すごい	すごいです, すごくない, すごくて, すごかった, すごくなかった, Great; その景色はすごいです。(That view is amazing.)
悲しい	かなしいです, かなしくない, かなしくて, かなしかった, かなしくなかった, Sad; その話は悲しいです。(That story is sad.)
都合がいい	つごうがいいです, つごうがよくない, つごうがよくて, つごうがよかった, つごうがよくなかった, Convenient; 明日は都合がいいです。(Tomorrow works for me.)
都合が悪い	つごうがわるいです, つごうがわるくない, つごうがわるくて, つごうがわるかった, つごうがわるくなかった, Inconvenient; 今週は都合が悪いです。(This week doesn't work for me.)
気分がいい	きぶんがいいです, きぶんがよくない, きぶんがよくて, きぶんがよかった, きぶんがよくなかった, Feel good; 今、気分がいいです。(I feel good now.)
気分が悪い	きぶんがわるいです, きぶんがわるくない, きぶんがわるくて, きぶんがわるかった, きぶんがわるくなかった, Feel bad; 今、気分が悪いです。(I feel sick now.)
偉い	えらいです, えらくない, えらくて, えらかった, えらくなかった, Great (person); あの先生は偉いです。(That teacher is admirable.)
ちょうどいい	ちょうどいいです, ちょうどよくない, ちょうどよくて, ちょうどよかった, ちょうどよくなかった, Just right (size/time); このサイズはちょうどいいです。(This size is just right.)
うるさい	うるさいです, うるさくない, うるさくて, うるさかった, うるさくなかった, Noisy; この道はうるさいです。(This street is noisy.)
おかしい	おかしいです, おかしくない, おかしくて, おかしかった, おかしくなかった, Strange; その話はおかしいです。(That story is strange.)
苦い	にがいです, にがくない, にがくて, にがかった, にがくなかった, Bitter; この薬は苦いです。(This medicine is bitter.)
正しい	ただしいです, ただしくない, ただしくて, ただしかった, ただしくなかった, Correct; あなたの答えは正しいです。(Your answer is correct.)
美しい	うつくしいです, うつくしくない, うつくしくて, うつくしかった, うつくしくなかった, Beautiful; その景色は美しいです。(That view is beautiful.)
気持ちがいい	きもちがいいです, きもちがよくない, きもちがよくて, きもちがよかった, きもちがよくなかった, Feel good; 風が気持ちがいいです。(The breeze feels good.)
気持ちが悪い	きもちがわるいです, きもちがわるくない, きもちがわるくて, きもちがわるかった, きもちがわるくなかった, Feel bad; 気持ちが悪いです。(I feel sick/nauseous.)
汚い	きたないです, きたなくない, きたなくて, きたなかった, きたなくなかった, Dirty; この部屋は汚いです。(This room is dirty.)
嬉しい	うれしいです, うれしくない, うれしくて, うれしかった, うれしくなかった, Happy; 会えて嬉しいです。(I'm happy to meet you.)
寂しい	さびしいです, さびしくない, さびしくて, さびしかった, さびしくなかった, Lonely; 一人で寂しいです。(I feel lonely by myself.)
恥ずかしい	はずかしいです, はずかしくない, はずかしくて, はずかしかった, はずかしくなかった, Embarrassed; 恥ずかしいです。(I'm embarrassed.)
固い	かたいです, かたくない, かたくて, かたかった, かたくなかった, Hard; このパンは固いです。(This bread is hard.)
柔らかい	やわらかいです, やわらかくない, やわらかくて, やわらかかった, やわらかくなかった, Soft; このソファは柔らかいです。(This sofa is soft.)
珍しい	めずらしいです, めずらしくない, めずらしくて, めずらしかった, めずらしくなかった, Rare; この花は珍しいです。(This flower is rare.)
うまい	うまいです, うまくない, うまくて, うまかった, うまくなかった, Tasty; この料理はうまいです。(This dish is delicious.)
まずい	まずいです, まずくない, まずくて, まずかった, まずくなかった, Not tasty; この料理はまずいです。(This dish tastes bad.)
濃い	こいです, こくない, こくて, こかった, こくなかった, Strong flavor; このコーヒーは濃いです。(This coffee is strong.)
薄い	うすいです, うすくない, うすくて, うすかった, うすくなかった, Little taste; このスープは薄いです。(This soup is bland.)
太い	ふといです, ふとくない, ふとくて, ふとかった, ふとくなかった, Thick; この木は太いです。(This tree is thick.)
細い・薄い	ほそいです, ほそくない, ほそくて, ほそかった, ほそくなかった, Thin; この紐は細いです。(This string is thin.)
ひどい	ひどいです, ひどくない, ひどくて, ひどかった, ひどくなかった, Awful; その事故はひどいです。(That accident is terrible.)
怖い	こわいです, こわくない, こわくて, こわかった, こわくなかった, Scary; この映画は怖いです。(This movie is scary.)
厳しい	きびしいです, きびしくない, きびしくて, きびしかった, きびしくなかった, Strict; 先生は厳しいです。(The teacher is strict.)
