#separator:tab
#html:true
#columns:Front	Back
固い	かたいです<br>かたくない<br>かたくて<br>かたかった<br>かたくなかった<br>Hard; このパンは固いです。(This bread is hard.)
柔らかい	やわらかいです<br>やわらかくない<br>やわらかくて<br>やわらかかった<br>やわらかくなかった<br>Soft; このソファは柔らかいです。(This sofa is soft.)
珍しい	めずらしいです<br>めずらしくない<br>めずらしくて<br>めずらしかった<br>めずらしくなかった<br>Rare; この花は珍しいです。(This flower is rare.)
うまい	うまいです<br>うまくない<br>うまくて<br>うまかった<br>うまくなかった<br>Tasty; この料理はうまいです。(This dish is delicious.)
まずい	まずいです<br>まずくない<br>まずくて<br>まずかった<br>まずくなかった<br>Not tasty; この料理はまずいです。(This dish tastes bad.)
濃い	こいです<br>こくない<br>こくて<br>こかった<br>こくなかった<br>Strong flavor; このコーヒーは濃いです。(This coffee is strong.)
薄い	うすいです<br>うすくない<br>うすくて<br>うすかった<br>うすくなかった<br>Little taste; このスープは薄いです。(This soup is bland.)
太い	ふといです<br>ふとくない<br>ふとくて<br>ふとかった<br>ふとくなかった<br>Thick; この木は太いです。(This tree is thick.)
細い・薄い	ほそいです<br>ほそくない<br>ほそくて<br>ほそかった<br>ほそくなかった<br>Thin; この紐は細いです。(This string is thin.)
ひどい	ひどいです<br>ひどくない<br>ひどくて<br>ひどかった<br>ひどくなかった<br>Awful; その事故はひどいです。(That accident is terrible.)
怖い	こわいです<br>こわくない<br>こわくて<br>こわかった<br>こわくなかった<br>Scary; この映画は怖いです。(This movie is scary.)
厳しい	きびしいです<br>きびしくない<br>きびしくて<br>きびしかった<br>きびしくなかった<br>Strict; 先生は厳しいです。(The teacher is strict.)
