#separator:tab
#html:true
#columns:Front	Back
歌う	うたいます<br>うたう<br>うたわない<br>うたって／た<br>うたえます<br>うたおう<br>Sing; カラオケで歌います。(I sing at karaoke.)
はく	はきます<br>はく<br>はかない<br>はいて／た<br>はけます<br>はこう<br>Put on (shoes); 靴をはきます。(I put on shoes.)
切る	きります<br>きる<br>きらない<br>きって／た<br>きれます<br>きろう<br>Cut; 紙を切ります。(I cut the paper.)
貸す	かします<br>かす<br>かさない<br>かして／た<br>かせます<br>かそう<br>Lend/Rent; 本を貸します。(I lend a book.)
習う	ならいます<br>ならう<br>ならわない<br>ならって／た<br>ならえます<br>ならおう<br>Learn; 日本語を習います。(I learn Japanese.)
消す	けします<br>けす<br>けさない<br>けして／た<br>けせます<br>けそう<br>Turn off; 電気を消します。(I turn off the light.)
立つ	たちます<br>たつ<br>たたない<br>たって／た<br>たてます<br>たとう<br>Stand; ここに立ちます。(I stand here.)
座る	すわります<br>すわる<br>すわない<br>すわって／た<br>すわれます<br>すわろう<br>Sit; いすに座ります。(I sit on the chair.)
急ぐ	いそぎます<br>いそぐ<br>いそがない<br>いそいで／だ<br>いそげます<br>いそごう<br>Hurry; 駅まで急ぎます。(I hurry to the station.)
手伝う	てつだいます<br>てつだう<br>てつだわない<br>てつだって／た<br>てつだえます<br>てつだおう<br>Help; 母を手伝います。(I help my mother.)
呼ぶ	よびます<br>よぶ<br>よばない<br>よんで／だ<br>よべます<br>よぼう<br>Call; 名前を呼びます。(I call out a name.)
降る	ふります<br>ふる<br>ふらない<br>ふって／た<br>×<br>×<br>Fall; 雨が降ります。(It rains.)
売る	うります<br>うる<br>うらない<br>うって／た<br>うれます<br>うろう<br>Sell; 車を売ります。(I sell the car.)
思い出す	おもいだします<br>おもいだす<br>おもいださない<br>おもいだして／た<br>おもいだせます<br>おもいだそう<br>Remember; 昔のことを思い出します。(I remember the past.)
なくす	なくします<br>なくす<br>なくさない<br>なくして／た<br>×<br>×<br>Lose; 鍵をなくしました。(I lost my key.)
払う	はらいます<br>はらう<br>はらわない<br>はらって／た<br>はらえます<br>はらおう<br>Pay; お金を払います。(I pay money.)
返す	かえします<br>かえす<br>かえさない<br>かえして／た<br>かせます<br>かえそう<br>Return; 本を返します。(I return the book.)
脱ぐ	ぬぎます<br>ぬぐ<br>ぬがない<br>ぬいで／だ<br>ぬげます<br>ぬごう<br>Take off; 靴を脱ぎます。(I take off my shoes.)
洗う	あらいます<br>あらう<br>あらわない<br>あらって／た<br>あらえます<br>あらおう<br>Wash; 手を洗います。(I wash my hands.)
勝つ	かちます<br>かつ<br>かたない<br>かって／た<br>かてます<br>かとう<br>Win; 試合に勝ちます。(I win the match.)
動く	うごきます<br>うごく<br>うごかない<br>うごいて／た<br>うごけます<br>うごこう<br>Move; 車が動きます。(The car moves.)
渡る	わたります<br>わたる<br>わたらない<br>わたって／た<br>わたれます<br>わたろう<br>Cross; 道を渡ります。(I cross the street.)
曲がる	まがります<br>まがる<br>まがらない<br>まがって／た<br>まがれます<br>まがろう<br>Turn a corner; 右に曲がります。(I turn right.)
直す	なおします<br>なおす<br>なおさない<br>なおして／た<br>なおせます<br>なおそう<br>Repair; 時計を直します。(I fix the clock.)
探す	さがします<br>さがす<br>さがさない<br>さがして／た<br>さがせます<br>さがそう<br>Look for; 仕事を探します。(I look for a job.)
間に合う	まにあいます<br>まにあう<br>まにあわない<br>まにあって／た<br>まにあえます<br>まにあおう<br>In time; 電車に間に合います。(I make it in time for the train.)
借りる	かります<br>かりる<br>かりない<br>かりて／た<br>かりられます<br>かりよう<br>Borrow; 本を借ります。(I borrow a book.)
閉める	しめます<br>しめる<br>しめない<br>しめて／た<br>しめられます<br>しめよう<br>Close; ドアを閉めます。(I close the door.)
