#separator:tab
#html:true
#columns:Front	Back
<ruby>気持ちがいい<rt>きもちがよい</rt></ruby>	きもちがよくない<br>きもちがよくて<br>きもちがよかった<br>きもちがよくなかった<br>Feel good; 風が気持ちがいいです。(The breeze feels good.)
<ruby>気持ちが悪い<rt>きもちがわるい</rt></ruby>	きもちがわるくない<br>きもちがわるくて<br>きもちがわるかった<br>きもちがわるくなかった<br>Feel bad; 気持ちが悪いです。(I feel sick/nauseous.)
<ruby>汚い<rt>きたない</rt></ruby>	きたなくない<br>きたなくて<br>きたなかった<br>きたなくなかった<br>Dirty; この部屋は汚いです。(This room is dirty.)
<ruby>嬉しい<rt>うれしい</rt></ruby>	うれしくない<br>うれしくて<br>うれしかった<br>うれしくなかった<br>Happy; 会えて嬉しいです。(I'm happy to meet you.)
<ruby>寂しい<rt>さびしい</rt></ruby>	さびしくない<br>さびしくて<br>さびしかった<br>さびしくなかった<br>Lonely; 一人で寂しいです。(I feel lonely by myself.)
<ruby>恥ずかしい<rt>はずかしい</rt></ruby>	はずかしくない<br>はずかしくて<br>はずかしかった<br>はずかしくなかった<br>Embarrassed; 恥ずかしいです。(I'm embarrassed.)
<ruby>固い<rt>かたい</rt></ruby>	かたくない<br>かたくて<br>かたかった<br>かたくなかった<br>Hard; このパンは固いです。(This bread is hard.)
<ruby>柔らかい<rt>やわらかい</rt></ruby>	やわらかくない<br>やわらかくて<br>やわらかかった<br>やわらかくなかった<br>Soft; このソファは柔らかいです。(This sofa is soft.)
<ruby>珍しい<rt>めずらしい</rt></ruby>	めずらしくない<br>めずらしくて<br>めずらしかった<br>めずらしくなかった<br>Rare; この花は珍しいです。(This flower is rare.)
うまい	うまくない<br>うまくて<br>うまかった<br>うまくなかった<br>Tasty; この料理はうまいです。(This dish is delicious.)
まずい	まずくない<br>まずくて<br>まずかった<br>まずくなかった<br>Not tasty; この料理はまずいです。(This dish tastes bad.)
<ruby>濃い<rt>こい</rt></ruby>	こくない<br>こくて<br>こかった<br>こくなかった<br>Strong flavor; このコーヒーは濃いです。(This coffee is strong.)
<ruby>薄い<rt>うすい</rt></ruby>	うすくない<br>うすくて<br>うすかった<br>うすくなかった<br>Little taste; このスープは薄いです。(This soup is bland.)
<ruby>太い<rt>ふとい</rt></ruby>	ふとくない<br>ふとくて<br>ふとかった<br>ふとくなかった<br>Thick; この木は太いです。(This tree is thick.)
<ruby>細い・薄い<rt>ほそい</rt></ruby>	ほそくない<br>ほそくて<br>ほそかった<br>ほそくなかった<br>Thin; この紐は細いです。(This string is thin.)
ひどい	ひどくない<br>ひどくて<br>ひどかった<br>ひどくなかった<br>Awful; その事故はひどいです。(That accident is terrible.)
<ruby>怖い<rt>こわい</rt></ruby>	こわくない<br>こわくて<br>こわかった<br>こわくなかった<br>Scary; この映画は怖いです。(This movie is scary.)
<ruby>厳しい<rt>きびしい</rt></ruby>	きびしくない<br>きびしくて<br>きびしかった<br>きびしくなかった<br>Strict; 先生は厳しいです。(The teacher is strict.)
