#separator:tab
#html:true
#columns:Front	Back
気持ちが悪い	きもちがわるいです<br>きもちがわるくない<br>きもちがわるくて<br>きもちがわるかった<br>きもちがわるくなかった<br>Feel bad; 気持ちが悪いです。(I feel sick/nauseous.)
体にいい	からだにいいです<br>からだによくない<br>からだによくて<br>からだによかった<br>からだによくなかった<br>Healthy; 野菜は体にいいです。(Vegetables are good for your health.)
汚い	きたないです<br>きたなくない<br>きたなくて<br>きたなかった<br>きたなくなかった<br>Dirty; この部屋は汚いです。(This room is dirty.)
嬉しい	うれしいです<br>うれしくない<br>うれしくて<br>うれしかった<br>うれしくなかった<br>Happy; 会えて嬉しいです。(I'm happy to meet you.)
悲しい	かなしいです<br>かなしくない<br>かなしくて<br>かなしかった<br>かなしくなかった<br>Sad; その話は悲しいです。(That story is sad.)
すごい	すごいです<br>すごくない<br>すごくて<br>すごかった<br>すごくなかった<br>Great; その景色はすごいです。(That view is amazing.)
正しい	ただしいです<br>ただしくない<br>ただしくて<br>ただしかった<br>ただしくなかった<br>Correct; あなたの答えは正しいです。(Your answer is correct.)
美しい	うつくしいです<br>うつくしくない<br>うつくしくて<br>うつくしかった<br>うつくしくなかった<br>Beautiful; その景色は美しいです。(That view is beautiful.)
にぎやか	にぎやかです<br>にぎやかじゃない<br>にぎやかで<br>にぎやかだった<br>にぎやかじゃなかった<br>Lively/good noise; この街はにぎやかです。(This town is lively.)
ハンサム	ハンサムです<br>ハンサムじゃない<br>ハンサムで<br>ハンサムだった<br>ハンサムじゃなかった<br>Handsome; 彼はハンサムです。(He is handsome.)
キュート	キュートです<br>キュートじゃない<br>キュートで<br>キュートだった<br>キュートじゃなかった<br>Cute; その犬はキュートです。(That dog is cute.)
無駄	むだです<br>むだじゃない<br>むだで<br>むだだった<br>むだじゃなかった<br>Useless; その努力は無駄です。(That effort is wasted.)
熱心	ねっしんです<br>ねっしんじゃない<br>ねっしんで<br>ねっしんだった<br>ねっしんじゃなかった<br>Enthusiastic; 彼女は勉強に熱心です。(She is enthusiastic about studying.)
楽しみ	たのしみです<br>たのしみじゃない<br>たのしみで<br>たのしみだった<br>たのしみじゃなかった<br>Look forward to; 旅行が楽しみです。(I'm looking forward to the trip.)
複雑	ふくざつです<br>ふくざつじゃない<br>ふくざつで<br>ふくざつだった<br>ふくざつじゃなかった<br>Complicated; この問題は複雑です。(This problem is complicated.)
丁寧	ていねいです<br>ていねいじゃない<br>ていねいで<br>ていねいだった<br>ていねいじゃなかった<br>Polite; 彼女は丁寧です。(She is polite/courteous.)
いや	いやです<br>いやじゃない<br>いやで<br>いやだった<br>いやじゃなかった<br>Not like/not want; 行くのはいやです。(I don't want to go.)
暇	ひまです<br>ひまじゃない<br>ひまで<br>ひまだった<br>ひまじゃなかった<br>Bored/nothing to do; 今日は暇です。(I'm free today.)
美味しい	おいしいです<br>おいしくない<br>おいしくて<br>おいしかった<br>おいしくなかった<br>Delicious; このラーメンはおいしいです。(This ramen is delicious.)
かわいい	かわいいです<br>かわいくない<br>かわいくて<br>かわいかった<br>かわいくなかった<br>Cute/Pretty; この犬はかわいいです。(This dog is cute.)
低い	ひくいです<br>ひくくない<br>ひくくて<br>ひくかった<br>ひくくなかった<br>Low; 天井が低いです。(The ceiling is low.)
易しい	やさしいです<br>やさしくない<br>やさしくて<br>やさしかった<br>やさしくなかった<br>Easy/Gentle; この問題は易しいです。(This question is easy.)
白い	しろいです<br>しろくない<br>しろくて<br>しろかった<br>しろくなかった<br>White; 雪は白いです。(Snow is white.)
赤い	あかいです<br>あかくない<br>あかくて<br>あかかった<br>あかくなかった<br>Red; りんごは赤いです。(The apple is red.)
黒い	くろいです<br>くろくない<br>くろくて<br>くろかった<br>くろくなかった<br>Black; 猫は黒いです。(The cat is black.)
青い	あおいです<br>あおくない<br>あおくて<br>あおかった<br>あおくなかった<br>Blue; 空は青いです。(The sky is blue.)
暖かい	あたたかいです<br>あたたかくない<br>あたたかくて<br>あたたかかった<br>あたたかくなかった<br>Warm; 今日は暖かいです。(Today is warm.)
涼しい	すずしいです<br>すずしくない<br>すずしくて<br>すずしかった<br>すずしくなかった<br>Cool; 秋は涼しいです。(Autumn is cool.)
背が高い	せがたかいです<br>せがたかくない<br>せがたかくて<br>せがたかかった<br>せがたかくなかった<br>Tall; 兄は背が高いです。(My brother is tall.)
背が低い	せがひくいです<br>せがひくくない<br>せがひくくて<br>せがひくかった<br>せがひくくなかった<br>Short; 妹は背が低いです。(My sister is short.)
偉い	えらいです<br>えらくない<br>えらくて<br>えらかった<br>えらくなかった<br>Great (person); あの先生は偉いです。(That teacher is admirable.)
ちょうどいい	ちょうどいいです<br>ちょうどよくない<br>ちょうどよくて<br>ちょうどよかった<br>ちょうどよくなかった<br>Just right (size/time); このサイズはちょうどいいです。(This size is just right.)
うるさい	うるさいです<br>うるさくない<br>うるさくて<br>うるさかった<br>うるさくなかった<br>Noisy; この道はうるさいです。(This street is noisy.)
おかしい	おかしいです<br>おかしくない<br>おかしくて<br>おかしかった<br>おかしくなかった<br>Strange; その話はおかしいです。(That story is strange.)
苦い	にがいです<br>にがくない<br>にがくて<br>にがかった<br>にがくなかった<br>Bitter; この薬は苦いです。(This medicine is bitter.)
寂しい	さびしいです<br>さびしくない<br>さびしくて<br>さびしかった<br>さびしくなかった<br>Lonely; 一人で寂しいです。(I feel lonely by myself.)
恥ずかしい	はずかしいです<br>はずかしくない<br>はずかしくて<br>はずかしかった<br>はずかしくなかった<br>Embarrassed; 恥ずかしいです。(I'm embarrassed.)
固い	かたいです<br>かたくない<br>かたくて<br>かたかった<br>かたくなかった<br>Hard; このパンは固いです。(This bread is hard.)
柔らかい	やわらかいです<br>やわらかくない<br>やわらかくて<br>やわらかかった<br>やわらかくなかった<br>Soft; このソファは柔らかいです。(This sofa is soft.)
珍しい	めずらしいです<br>めずらしくない<br>めずらしくて<br>めずらしかった<br>めずらしくなかった<br>Rare; この花は珍しいです。(This flower is rare.)
うまい	うまいです<br>うまくない<br>うまくて<br>うまかった<br>うまくなかった<br>Tasty; この料理はうまいです。(This dish is delicious.)
まずい	まずいです<br>まずくない<br>まずくて<br>まずかった<br>まずくなかった<br>Not tasty; この料理はまずいです。(This dish tastes bad.)
濃い	こいです<br>こくない<br>こくて<br>こかった<br>こくなかった<br>Strong flavor; このコーヒーは濃いです。(This coffee is strong.)
薄い	うすいです<br>うすくない<br>うすくて<br>うすかった<br>うすくなかった<br>Little taste; このスープは薄いです。(This soup is bland.)
太い	ふといです<br>ふとくない<br>ふとくて<br>ふとかった<br>ふとくなかった<br>Thick; この木は太いです。(This tree is thick.)
細い・薄い	ほそいです<br>ほそくない<br>ほそくて<br>ほそかった<br>ほそくなかった<br>Thin; この紐は細いです。(This string is thin.)
ひどい	ひどいです<br>ひどくない<br>ひどくて<br>ひどかった<br>ひどくなかった<br>Awful; その事故はひどいです。(That accident is terrible.)
怖い	こわいです<br>こわくない<br>こわくて<br>こわかった<br>こわくなかった<br>Scary; この映画は怖いです。(This movie is scary.)
厳しい	きびしいです<br>きびしくない<br>きびしくて<br>きびしかった<br>きびしくなかった<br>Strict; 先生は厳しいです。(The teacher is strict.)
