#separator:tab
#html:true
#columns:Front	Back
かぶる	かぶります<br>かぶらない<br>かぶって／た<br>かぶれます<br>かぶろう<br>Put on a hat; 帽子をかぶります。(I put on a hat.)
<ruby>知る<rt>しる</rt></ruby>	しります<br>しらない<br>しって／た<br>×<br>しろう<br>Know; 彼女の名前を知りません。(I don't know her name.)
<ruby>住む<rt>すむ</rt></ruby>	すみます<br>すまない<br>すんで／た<br>すめます<br>すもう<br>Live; 東京に住みます。(I live in Tokyo.)
はく	はきます<br>はかない<br>はいて／た<br>はけます<br>はこう<br>Put on (shoes); 靴をはきます。(I put on shoes.)
<ruby>働く<rt>はたらく</rt></ruby>	はたらきます<br>はたらかない<br>はたらいて／た<br>はたらけます<br>はたらこう<br>Work; 会社で働きます。(I work at a company.)
<ruby>休む<rt>やすむ</rt></ruby>	やすみます<br>やすまない<br>やすんで／だ<br>やすめます<br>やすもう<br>Rest/Absent; 今日は休みます。(I'll take the day off today.)
<ruby>終わる<rt>おわる</rt></ruby>	おわります<br>おわらない<br>おわって／た<br>おわれます<br>おわろう<br>Finish; 仕事が終わります。(Work finishes.)
<ruby>吸う<rt>すう</rt></ruby>	すいます<br>すわない<br>すって／た<br>すえます<br>すおう<br>Smoke; タバコを吸います。(I smoke.)
<ruby>切る<rt>きる</rt></ruby>	きります<br>きらない<br>きって／た<br>きれます<br>きろう<br>Cut; 紙を切ります。(I cut the paper.)
<ruby>送る<rt>おくる</rt></ruby>	おくります<br>おくらない<br>おくって／た<br>おくれます<br>おくろう<br>Send; メールを送ります。(I send an email.)
もらう	もらいます<br>もらわない<br>もらって／た<br>もらえます<br>もらおう<br>Get/receive; プレゼントをもらいます。(I receive a present.)
<ruby>貸す<rt>かす</rt></ruby>	かします<br>かさない<br>かして／た<br>かせます<br>かそう<br>Lend/Rent; 本を貸します。(I lend a book.)
<ruby>習う<rt>ならう</rt></ruby>	ならいます<br>ならわない<br>ならって／た<br>ならえます<br>ならおう<br>Learn; 日本語を習います。(I learn Japanese.)
かかる	かかります<br>かからない<br>かかって／た<br>×<br>×<br>It takes/Cost; 一時間かかります。(It takes one hour.)
<ruby>遊ぶ<rt>あそぶ</rt></ruby>	あそびます<br>あそばない<br>あそんで／だ<br>あそべます<br>あそぼう<br>Play/Go out; 公園で遊びます。(I play in the park.)
<ruby>消す<rt>けす</rt></ruby>	けします<br>けさない<br>けして／た<br>けせます<br>けそう<br>Turn off; 電気を消します。(I turn off the light.)
<ruby>立つ<rt>たつ</rt></ruby>	たちます<br>たたない<br>たって／た<br>たてます<br>たとう<br>Stand; ここに立ちます。(I stand here.)
<ruby>使う<rt>つかう</rt></ruby>	つかいます<br>つかわない<br>つかって／た<br>つかえます<br>つかおう<br>Use; パソコンを使います。(I use a computer.)
<ruby>座る<rt>すわる</rt></ruby>	すわります<br>すわない<br>すわって／た<br>すわれます<br>すわろう<br>Sit; いすに座ります。(I sit on the chair.)
<ruby>急ぐ<rt>いそぐ</rt></ruby>	いそぎます<br>いそがない<br>いそいで／だ<br>いそげます<br>いそごう<br>Hurry; 駅まで急ぎます。(I hurry to the station.)
<ruby>持つ<rt>もつ</rt></ruby>	もちます<br>もたない<br>もって／た<br>もてます<br>もとう<br>Hold; かばんを持ちます。(I hold the bag.)
<ruby>入る<rt>はいる</rt></ruby>	はいります<br>はいらない<br>はいって／た<br>はいれます<br>はいろう<br>Come in/Enter; 部屋に入ります。(I enter the room.)
<ruby>手伝う<rt>てつだう</rt></ruby>	てつだいます<br>てつだわない<br>てつだって／た<br>てつだえます<br>てつだおう<br>Help; 母を手伝います。(I help my mother.)
<ruby>呼ぶ<rt>よぶ</rt></ruby>	よびます<br>よばない<br>よんで／だ<br>よべます<br>よぼう<br>Call; 名前を呼びます。(I call out a name.)
<ruby>降る<rt>ふる</rt></ruby>	ふります<br>ふらない<br>ふって／た<br>×<br>×<br>Fall; 雨が降ります。(It rains.)
<ruby>置く<rt>おく</rt></ruby>	おきます<br>おかない<br>おいて／た<br>おけます<br>おこう<br>Put; 机の上に置きます。(I put it on the desk.)
<ruby>作る<rt>つくる</rt></ruby>	つくります<br>つくらない<br>つくって／た<br>つくれます<br>つくろう<br>Make; 料理を作ります。(I make food.)
<ruby>売る<rt>うる</rt></ruby>	うります<br>うらない<br>うって／た<br>うれます<br>うろう<br>Sell; 車を売ります。(I sell the car.)
<ruby>思い出す<rt>おもいだす</rt></ruby>	おもいだします<br>おもいださない<br>おもいだして／た<br>おもいだせます<br>おもいだそう<br>Remember; 昔のことを思い出します。(I remember the past.)
なくす	なくします<br>なくさない<br>なくして／た<br>×<br>×<br>Lose; 鍵をなくしました。(I lost my key.)
<ruby>払う<rt>はらう</rt></ruby>	はらいます<br>はらわない<br>はらって／た<br>はらえます<br>はらおう<br>Pay; お金を払います。(I pay money.)
<ruby>返す<rt>かえす</rt></ruby>	かえします<br>かえさない<br>かえして／た<br>かせます<br>かえそう<br>Return; 本を返します。(I return the book.)
<ruby>脱ぐ<rt>ぬぐ</rt></ruby>	ぬぎます<br>ぬがない<br>ぬいで／だ<br>ぬげます<br>ぬごう<br>Take off; 靴を脱ぎます。(I take off my shoes.)
<ruby>洗う<rt>あらう</rt></ruby>	あらいます<br>あらわない<br>あらって／た<br>あらえます<br>あらおう<br>Wash; 手を洗います。(I wash my hands.)
<ruby>弾く<rt>ひく</rt></ruby>	ひきます<br>ひかない<br>ひいて／た<br>ひけます<br>ひこう<br>Play instrumental; ピアノを弾きます。(I play the piano.)
<ruby>登る<rt>のぼる</rt></ruby>	のぼります<br>のぼらない<br>のぼって／た<br>のぼれます<br>のぼろう<br>Climb; 山に登ります。(I climb the mountain.)
<ruby>泊まる<rt>とまる</rt></ruby>	とまります<br>とまらない<br>とまって／た<br>とまれます<br>とまろう<br>Stay (at hotel); ホテルに泊まります。(I stay at a hotel.)
なる	なります<br>ならない<br>なって／た<br>なれます<br>なろう<br>Become; 医者になります。(I will become a doctor.)
いる	いります<br>いらない<br>×<br>×<br>×<br>Need; お金がいります。(I need money.)
<ruby>思う<rt>おもう</rt></ruby>	おもいます<br>おもわない<br>おもって／た<br>おもえます<br>おもおう<br>Think/Guess; そう思います。(I think so.)
<ruby>言う<rt>いう</rt></ruby>	いいます<br>いわない<br>いって／た<br>いえます<br>いおう<br>Say/Tell; 名前を言います。(I say my name.)
<ruby>勝つ<rt>かつ</rt></ruby>	かちます<br>かたない<br>かって／た<br>かてます<br>かとう<br>Win; 試合に勝ちます。(I win the match.)
<ruby>動く<rt>うごく</rt></ruby>	うごきます<br>うごかない<br>うごいて／た<br>うごけます<br>うごこう<br>Move; 車が動きます。(The car moves.)
<ruby>役に立つ<rt>やくにたつ</rt></ruby>	やくにたちます<br>やくにたたない<br>やくにたって／た<br>やくにたてます<br>やくにたとう<br>Useful; この本は役に立ちます。(This book is useful.)
<ruby>渡る<rt>わたる</rt></ruby>	わたります<br>わたらない<br>わたって／た<br>わたれます<br>わたろう<br>Cross; 道を渡ります。(I cross the street.)
<ruby>曲がる<rt>まがる</rt></ruby>	まがります<br>まがらない<br>まがって／た<br>まがれます<br>まがろう<br>Turn a corner; 右に曲がります。(I turn right.)
<ruby>直す<rt>なおす</rt></ruby>	なおします<br>なおさない<br>なおして／た<br>なおせます<br>なおそう<br>Repair; 時計を直します。(I fix the clock.)
<ruby>着く<rt>つく</rt></ruby>	つきます<br>つかない<br>ついて／た<br>つけます<br>つこう<br>Arrive; 駅に着きます。(I arrive at the station.)
<ruby>年を取る<rt>としをとる</rt></ruby>	としをとります<br>としをとらない<br>としをとって／た<br>としをとれます<br>としをとろう<br>Get old; 毎年年を取ります。(I get older every year.)
<ruby>探す<rt>さがす</rt></ruby>	さがします<br>さがさない<br>さがして／た<br>さがせます<br>さがそう<br>Look for; 仕事を探します。(I look for a job.)
<ruby>間に合う<rt>まにあう</rt></ruby>	まにあいます<br>まにあわない<br>まにあって／た<br>まにあえます<br>まにあおう<br>In time; 電車に間に合います。(I make it in time for the train.)
